ID,Nombre_Punto,Latitud,Longitud,Departamento,Region,Tipo_Infraestructura,Elevacion_msnm,Temperatura_C,Humedad_Pct,Presion_hPa,Demanda_Energia,Nivel_CO2,Indice_Vulnerabilidad,Ranking_Conectividad
ST_100,Sensor_Meta_0,3.9362091672770116,-73.20208326627235,Meta,Orinoquia,Estación Monitoreo,139.23370040476348,18.559338786918953,74.36568896078415,1000.7195441414877,52.4321855790934,395.61818436265816,0.23767119473978973,-2.4148787013701813
ST_101,Sensor_Cundinamarca_1,4.3203449653601345,-73.73928896674776,Cundinamarca,Andina,Estación Monitoreo,860.0545445877977,17.599681561340223,84.86465913993145,1013.3327040842574,43.34655411553996,401.387276913633,0.09515834226148095,70.54622268019112
ST_102,Sensor_Nariño_2,3.4169709431304627,-77.5346501224747,Nariño,Pacifica,Estación Monitoreo,2608.5037927403687,22.15534679072715,84.3010206141916,1014.617366416993,55.58663037720937,400.02496843545265,0.06840831417670064,99.58382612552019
ST_103,Sensor_Cundinamarca_3,6.59563781461093,-74.37548210088197,Cundinamarca,Andina,Estación Monitoreo,2307.3716867412854,20.3581596925344,77.93160884745366,1001.7091338291044,68.80627604492872,401.7372968780819,0.8457310357949825,37.360151354100424
ST_104,Sensor_Atlantico_4,11.877377891467955,-75.37066315888501,Atlantico,Caribe,Estación Monitoreo,2011.6735124299323,21.94728228736314,86.33377848907742,985.5450546713917,63.976566453881375,399.5306332178264,0.439938933513746,6.103723783952823
ST_105,Sensor_Meta_5,4.83855646982936,-74.21077578073461,Meta,Orinoquia,Estación Monitoreo,356.50290366700796,27.42858683149813,80.08742367622652,995.7666631236932,61.622400401202874,401.2175715773853,0.21241593694558017,37.37319550154789
ST_106,Sensor_Santander_6,7.655376400711323,-72.02080293799858,Santander,Andina,Estación Monitoreo,869.8777776165978,29.246916518439768,83.39233428472744,997.9036596148956,66.69043331907179,399.5488503947977,0.30440860259580393,50.512207010331856
ST_107,Sensor_Nariño_7,2.15234227378703,-76.68416294152611,Nariño,Pacifica,Estación Monitoreo,2250.5979099835613,25.47481587766264,85.0892320966328,1005.6554652562095,67.89945361744454,400.60527360542795,0.7296774814257335,-0.6543686532169253
ST_108,Sensor_Meta_8,4.145083132950685,-72.93762868296615,Meta,Orinoquia,Estación Monitoreo,1404.856279493195,24.3672372927348,81.4864708659709,1004.703599356202,68.8847391748419,400.6503975584853,0.9313176854483701,31.23660611166573
ST_109,Sensor_Meta_9,2.8798206799321497,-74.42749098963276,Meta,Orinoquia,Estación Monitoreo,436.7742539636657,32.604600515429496,66.9555972846035,1012.0182495585534,72.0136198795202,402.725630003946,0.898863887065069,14.580701623280167
ST_110,Sensor_Atlantico_10,10.937529234790594,-73.0007341227137,Atlantico,Caribe,Estación Monitoreo,1291.3225243326963,28.828373670858042,74.76806294014571,988.993621672497,64.71571959009025,401.3464945383274,-0.004887302924621979,58.8922029659719
ST_111,Sensor_Nariño_11,-1.441700242906189,-77.95486842016092,Nariño,Pacifica,Estación Monitoreo,2262.7429100551612,27.920613337130852,83.06093289828434,1006.8122462893299,63.88102713597227,395.7246001074428,0.6707171543431042,63.58661559525067
ST_112,Sensor_Atlantico_12,11.553750902613313,-75.50793148413229,Atlantico,Caribe,Estación Monitoreo,900.7284136048296,25.506828333310125,73.97807845554074,989.8031710520064,62.212697125381446,399.6524997293341,0.9046093904387698,-2.311866203023425
ST_113,Sensor_Cundinamarca_13,4.05064454929721,-73.32374296509585,Cundinamarca,Andina,Estación Monitoreo,2072.6329347343108,31.231385933869362,76.55088197352696,999.3731305405938,63.526860029680286,398.8789393994268,0.7111371542125945,5.499480304479725
