Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15
0.24835707650561634,0.4630887737658207,0.6996777182930011,0.38918053808331887,-0.33758913748719077,1.2853064986097655,0.04609622106130451,1.5903204562260722,0.568253197517533,0.5206107719066126,-0.21187984101135163,0.35157127111000197,-0.5570406791165438,0.6136369110406313,0.3925925411551881
-0.04909341176377732,0.9747470590568802,0.4823555802781994,-0.2555541193424517,-0.05222059653594391,1.4838915345801924,0.5696066989240108,0.6861424813381103,0.9841974598442198,0.3235448595934006,-0.18663762393292316,0.3066730892086601,-0.2753959866098912,-0.5650108212314386,-0.8487710509260967
0.3639136993093501,-0.6592143566505667,0.06988461521909092,-0.36903001145214975,-0.3561405302409768,0.8335427063012008,0.79239413118204,1.0218082523928533,1.0082053339150854,0.20740270299907215,-0.8177470854847455,0.16277633098011418,-0.3909555909568604,0.2993641462907648,0.4374473257747346
0.8215989583627133,0.34156864850398605,-0.26338435869408633,0.058396801453224616,-0.09389673466081949,0.6920749553644883,1.9420371512884587,1.0237922735589062,1.2345084955400663,1.2046927786872623,-0.04509414044988794,-0.5710578289453881,-0.1540469539697382,-0.565062358281384,0.0030889264749679735
-0.03700218653140591,-0.2452467837306514,0.42918615763705703,-0.005017810432202147,-0.8667328326466308,0.45421361823853856,1.2750654437843167,0.7458967851116716,0.3133596998770244,0.8897550326535069,0.5260492851522006,-0.08217382553639024,0.05255958888573374,0.6923228803711294,0.5133635996735186
-0.01703566420145558,-0.14352987760921332,0.2967755069840095,-0.1265812103905029,0.20667966795960396,0.5822788736120363,0.32724335405156824,0.3087513646594635,1.2912677755251791,1.1846868374040689,-0.43805393245551727,0.6199525144748866,0.6176393702485725,0.07003936927729953,0.5875279732602947
0.9095573631545264,-0.17624600671860388,0.5675475654146969,0.46814467912918833,0.12055369308194282,2.4673270312941393,1.2357979633485952,1.1542670704486109,-0.3594159971616109,1.3380161617005333,0.7624111010223056,-0.28744023939424207,0.07759025614415807,0.8724613933207439,1.042127306056588
0.5235382898361718,-0.2921744595801906,0.45740682610070216,0.6174735295449728,-0.26872339027437786,1.6125165972364983,0.2165248123989223,0.9596748209404132,0.6752345306861999,1.1229853034543718,0.520782285156191,-0.988989783511385,-0.5159179787707744,0.5226012527917854,0.9536216984246235
-0.07510244872614794,0.18389555821374162,0.6844111019009957,0.2038381873872518,0.48925757845753065,0.31163896552955805,1.5285216755771054,1.2372963833518535,0.7430392274077964,1.3160577367087556,-0.051941436969000776,0.20162222012605513,0.8852091472640984,-0.2964348910144468,0.9884610553216662
0.4506644770798863,-0.23609060291861486,-0.08823315049337996,0.918149495814535,0.6481695241001832,0.32255007060284147,0.7482167230656872,0.7169788957550431,1.3004424620102457,0.9490129058534919,0.28218451897704006,0.2820705606321945,-0.06559572916155604,1.0652632036845855,1.074784497229083
